DR_NO,Date Rptd,DATE OCC,DATE OCC,month,day,year,weeknum,dayofweek,month_text,week_text,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200808676,4/23/2020 0:00,4/23/2020 0:00,43944,4,23,2020,17,5,April,Thursday,1830,8,West LA,841,2,850,INDECENT EXPOSURE,0529 0500,44,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,850,,,,12400    WILSHIRE                     BL,,34.0418,-118.4703
200817529,12/13/2020 0:00,12/13/2020 0:00,44178,12,13,2020,51,1,December,Sunday,600,8,West LA,899,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0446 0444,71,F,X,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,2600    CHARITON                     ST,,34.0349,-118.3797
200807944,4/2/2020 0:00,4/2/2020 0:00,43923,4,2,2020,14,5,April,Thursday,1607,8,West LA,889,1,210,ROBBERY,0945 1309 0344 1822 2028 1420 0325 0444,0,X,X,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,2000 S  LA CIENEGA                   BL,,34.0425,-118.3818
200812437,7/29/2020 0:00,7/29/2020 0:00,44041,7,29,2020,31,4,July,Wednesday,1230,8,West LA,831,1,330,BURGLARY FROM VEHICLE,0344 1609 1822,28,M,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,12000    WILSHIRE                     BL,,34.0473,-118.4768
200812602,8/3/2020 0:00,7/27/2020 0:00,44039,7,27,2020,31,2,July,Monday,900,8,West LA,881,2,662,"BUNCO, GRAND THEFT",0701 0800,27,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,11600    MISSISSIPPI                  AV,,34.0362,-118.4481
200816758,11/21/2020 0:00,11/21/2020 0:00,44156,11,21,2020,47,7,November,Saturday,2000,8,West LA,892,2,625,OTHER ASSAULT,2004 0417 0356 1236,31,M,W,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,2400 S  BARRINGTON                   AV,,34.0312,-118.4454
200813292,8/24/2020 0:00,8/24/2020 0:00,44067,8,24,2020,35,2,August,Monday,1750,8,West LA,852,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 0400 1814 0432 2000,29,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1500    ARMACOST                     AV,,34.0416,-118.46
200811846,7/14/2020 0:00,7/9/2020 0:00,44021,7,9,2020,28,5,July,Thursday,1205,8,West LA,887,1,480,BIKE - STOLEN,0344 0346,40,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,9700    KIRKSIDE                     RD,,34.0485,-118.3986
200812076,7/19/2020 0:00,7/14/2020 0:00,44026,7,14,2020,29,3,July,Tuesday,1600,8,West LA,814,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1202,79,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,JOFFRE                       ST,BELOIT                       AV,34.0705,-118.4651
200814351,9/17/2020 0:00,9/12/2020 0:00,44086,9,12,2020,37,7,September,Saturday,1100,8,West LA,852,1,330,BURGLARY FROM VEHICLE,1602 0358 0344 0346,44,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,WESTGATE                     AV,IDAHO                        AV,34.0409,-118.4579
200809688,5/20/2020 0:00,5/3/2020 0:00,43954,5,3,2020,19,1,May,Sunday,1700,8,West LA,809,2,901,VIOLATION OF RESTRAINING ORDER,2038,64,M,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,901,,,,2200    GLOAMING                     WY,,34.1124,-118.4025
200813927,9/10/2020 0:00,3/20/2020 0:00,43910,3,20,2020,12,6,March,Friday,800,8,West LA,883,1,310,BURGLARY,1822 0344 0397 0321,35,M,O,221,PUBLIC STORAGE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,1900 S  SEPULVEDA                    BL,,34.04,-118.4393
200817944,12/26/2020 0:00,12/26/2020 0:00,44191,12,26,2020,52,7,December,Saturday,1410,8,West LA,803,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1906 1912 0421 0422 0432 1822,35,M,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,3400    MANDEVILLE CANYON            RD,,34.0949,-118.5111
200810940,6/22/2020 0:00,6/22/2020 0:00,44004,6,22,2020,26,2,June,Monday,300,8,West LA,857,2,888,TRESPASSING,1501,0,X,X,101,STREET,,,IC,Invest Cont,888,,,,MONTE MAR,ROXBURY                      AV,34.0495,-118.4011
200817558,12/14/2020 0:00,12/5/2020 0:00,44170,12,5,2020,49,7,December,Saturday,230,8,West LA,897,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0394 0344 1420,23,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,3100    BAGLEY                       AV,,34.0325,-118.3955
200811422,7/2/2020 0:00,7/2/2020 0:00,44014,7,2,2020,27,5,July,Thursday,1700,8,West LA,835,2,888,TRESPASSING,1501 2004,25,M,H,103,ALLEY,,,IC,Invest Cont,888,,,,1700    CAMDEN                       AV,,34.0478,-118.4418
200810303,5/23/2020 0:00,5/23/2020 0:00,43974,5,23,2020,21,7,May,Saturday,1237,8,West LA,834,2,900,VIOLATION OF COURT ORDER,2038 0557,2,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,900,,,,10700    WILSHIRE                     BL,,34.0605,-118.4374
200812565,6/9/2020 0:00,6/8/2020 0:00,43990,6,8,2020,24,2,June,Monday,1930,8,West LA,833,2,354,THEFT OF IDENTITY,100,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,10800    WILSHIRE                     BL,,34.0595,-118.4414
200816228,11/9/2020 0:00,11/3/2020 0:00,44138,11,3,2020,45,3,November,Tuesday,1500,8,West LA,838,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,700    GAYLEY                       AV,,34.0626,-118.4491
200814707,9/30/2020 0:00,9/30/2020 0:00,44104,9,30,2020,40,4,September,Wednesday,1710,8,West LA,817,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2032 1202 1218,63,M,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,WESTWOOD                     BL,WEYBURN                      AV,34.0626,-118.4453
200808637,4/23/2020 0:00,4/23/2020 0:00,43944,4,23,2020,17,5,April,Thursday,2235,8,West LA,849,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1202 0319 1501,70,F,W,738,LIBRARY,,,IC,Invest Cont,956,,,,900 S  HOLT                         AV,,34.061,-118.3783
200816983,11/29/2020 0:00,11/29/2020 0:00,44164,11,29,2020,49,1,November,Sunday,650,8,West LA,839,1,648,ARSON,1822 1266,35,M,H,101,STREET,,,IC,Invest Cont,648,,,,10200    SANTA MONICA                 BL,,34.06,-118.42
200811652,7/9/2020 0:00,3/28/2020 0:00,43918,3,28,2020,13,7,March,Saturday,1100,8,West LA,849,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,1100 S  LA CIENEGA                   BL,,34.0583,-118.3799
200813330,8/25/2020 0:00,8/25/2020 0:00,44068,8,25,2020,35,3,August,Tuesday,1225,8,West LA,832,2,354,THEFT OF IDENTITY,0100 0930,38,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1100 S  BARRINGTON                   AV,,34.0507,-118.4621
200809152,5/6/2020 0:00,5/6/2020 0:00,43957,5,6,2020,19,4,May,Wednesday,1830,8,West LA,881,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 2032 1420 0344,46,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,2000 S  BUNDY                        DR,,34.0339,-118.4555
200813746,9/5/2020 0:00,9/2/2020 0:00,44076,9,2,2020,36,4,September,Wednesday,400,8,West LA,817,1,480,BIKE - STOLEN,0344 0397 1822 1602,39,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,900    HILGARD                      AV,,34.0617,-118.4446
200812125,7/20/2020 0:00,7/19/2020 0:00,44031,7,19,2020,30,1,July,Sunday,1800,8,West LA,802,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344 1202 0930 0377 1420 1606,66,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,15500 W  SUNSET                       BL,,34.0889,-118.5325
200813686,9/3/2020 0:00,7/3/2020 0:00,44015,7,3,2020,27,6,July,Friday,800,8,West LA,857,2,354,THEFT OF IDENTITY,0100 0929 0930,32,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400    REEVES                       ST,,34.0548,-118.3965
200817431,12/10/2020 0:00,12/9/2020 0:00,44174,12,9,2020,50,4,December,Wednesday,2000,8,West LA,853,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",1822 1602 0397 0344,27,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,522,,,,1700    BUTLER                       AV,,34.0422,-118.4491
200807539,3/20/2020 0:00,3/19/2020 0:00,43909,3,19,2020,12,5,March,Thursday,1700,8,West LA,832,2,649,DOCUMENT FORGERY / STOLEN FELONY,0100 0924 1822,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,649,,,,11700    WILSHIRE                     BL,,34.0511,-118.4643
200809214,5/7/2020 0:00,5/7/2020 0:00,43958,5,7,2020,19,5,May,Thursday,1830,8,West LA,853,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1813 0443,38,F,W,108,PARKING LOT,511,VERBAL THREAT,AO,Adult Other,930,,,,11200    SANTA MONICA                 BL,,34.0452,-118.453
200817942,12/27/2020 0:00,12/27/2020 0:00,44192,12,27,2020,53,1,December,Sunday,710,8,West LA,817,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0432 0913 1802,56,M,H,101,STREET,511,VERBAL THREAT,AO,Adult Other,930,,,,900    BROXTON                      AV,,34.0626,-118.447
200811057,6/23/2020 0:00,5/21/2020 0:00,43972,5,21,2020,21,5,May,Thursday,1200,8,West LA,827,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1813 1906,46,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,400 S  BARRINGTON                   AV,,34.0592,-118.4685
200810895,6/20/2020 0:00,6/18/2020 0:00,44000,6,18,2020,25,5,June,Thursday,1800,8,West LA,898,1,310,BURGLARY,0358 0344 1822 1606,42,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2800 S  BEDFORD                      ST,,34.0356,-118.385
200812685,8/6/2020 0:00,8/5/2020 0:00,44048,8,5,2020,32,4,August,Wednesday,1100,8,West LA,839,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,FOX HILLS,MISSOURI,34.058,-118.4212
200813573,8/31/2020 0:00,3/23/2020 0:00,43913,3,23,2020,13,2,March,Monday,1800,8,West LA,897,2,946,OTHER MISCELLANEOUS CRIME,0344 0346,25,F,P,101,STREET,,,IC,Invest Cont,946,,,,HARLOW                       AV,BAGLEY                       AV,34.0295,-118.3967
200814149,9/16/2020 0:00,9/16/2020 0:00,44090,9,16,2020,38,4,September,Wednesday,200,8,West LA,885,1,310,BURGLARY,0344 1606 0397 1822 0216 1420,45,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2500    PATRICIA                     AV,,34.0411,-118.4157
200808201,4/11/2020 0:00,4/10/2020 0:00,43931,4,10,2020,15,6,April,Friday,1600,8,West LA,804,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 1267,0,X,X,118,CONSTRUCTION SITE,,,IC,Invest Cont,341,,,,16900    MULHOLLAND                   DR,,34.1306,-118.5005
200813498,8/30/2020 0:00,8/29/2020 0:00,44072,8,29,2020,35,7,August,Saturday,1100,8,West LA,831,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,11900 W  DOROTHY                      ST,,34.0489,-118.4706
200808038,4/5/2020 0:00,4/2/2020 0:00,43923,4,2,2020,14,5,April,Thursday,1800,8,West LA,857,1,330,BURGLARY FROM VEHICLE,0344 1822 0321,41,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1400 S  BEVERLY                      DR,,34.0553,-118.3954
200808594,4/22/2020 0:00,4/21/2020 0:00,43942,4,21,2020,17,3,April,Tuesday,1200,8,West LA,849,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0394,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1100 S  WOOSTER                      ST,,34.0571,-118.3825
200800714,7/3/2020 0:00,7/3/2020 0:00,44015,7,3,2020,27,6,July,Friday,140,8,West LA,852,1,310,BURGLARY,1606 1402 1501 1822 0314 2034 2004,22,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310,998,,,1600    BARRY                        AV,,34.042,-118.4531
200815838,10/28/2020 0:00,10/28/2020 0:00,44132,10,28,2020,44,4,October,Wednesday,1000,8,West LA,831,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,34,M,B,101,STREET,,,IC,Invest Cont,745,,,,12200    MONTANA                      AV,,34.0492,-118.4742
200812884,8/12/2020 0:00,8/8/2020 0:00,44051,8,8,2020,32,7,August,Saturday,1045,8,West LA,892,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,35,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,11300    EXPOSITION                   BL,,34.0345,-118.4383
200808968,4/27/2020 0:00,4/25/2020 0:00,43946,4,25,2020,17,7,April,Saturday,1700,8,West LA,851,1,310,BURGLARY,0344 1602,22,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,1500    AMHERST                      AV,,34.0395,-118.4637
200815771,10/27/2020 0:00,8/3/2020 0:00,44046,8,3,2020,32,2,August,Monday,1,8,West LA,853,2,354,THEFT OF IDENTITY,0100 1202 0930 0922,70,M,W,602,BANK,,,IC,Invest Cont,354,,,,1700    BUTLER                       AV,,34.0422,-118.4491
200817539,12/14/2020 0:00,7/31/2020 0:00,44043,7,31,2020,31,6,July,Friday,1200,8,West LA,857,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344 1309,0,X,X,203,OTHER BUSINESS,,,AA,Adult Arrest,668,,,,1100 S  BEVERLY                      DR,,34.0564,-118.3962
200815798,10/27/2020 0:00,10/16/2020 0:00,44120,10,16,2020,42,6,October,Friday,1200,8,West LA,882,2,886,DISTURBING THE PEACE,1822,61,M,W,101,STREET,511,VERBAL THREAT,IC,Invest Cont,886,,,,2100    COLBY                        AV,,34.0359,-118.445
200810569,6/12/2020 0:00,6/5/2020 0:00,43987,6,5,2020,23,6,June,Friday,1100,8,West LA,811,2,354,THEFT OF IDENTITY,1202 0100 0923 1822,82,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,16900    LIVORNO                      DR,,34.0437,-118.5466
200813303,8/24/2020 0:00,8/22/2020 0:00,44065,8,22,2020,34,7,August,Saturday,1750,8,West LA,883,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0202 1602 0344 1822 1309 0397 1420 0327 0104,0,X,X,402,MARKET,,,IC,Invest Cont,440,,,,11200 W  PICO                         BL,,34.04,-118.4393
200817493,12/12/2020 0:00,12/5/2020 0:00,44170,12,5,2020,49,7,December,Saturday,1345,8,West LA,889,1,330,BURGLARY FROM VEHICLE,0344 0377 1822,43,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,1900 S  SHENANDOAH                   ST,,34.0418,-118.3848
200813384,8/26/2020 0:00,8/14/2020 0:00,44057,8,14,2020,33,6,August,Friday,930,8,West LA,853,2,624,BATTERY - SIMPLE ASSAULT,416,72,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,SANTA MONICA,FEDERAL,34.0449,-118.4535
200818034,12/30/2020 0:00,12/29/2020 0:00,44194,12,29,2020,53,3,December,Tuesday,2300,8,West LA,882,1,310,BURGLARY,1309 1420 1822 1609 0344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,2100    SAWTELLE                     BL,,34.0392,-118.4421
200812101,7/20/2020 0:00,7/20/2020 0:00,44032,7,20,2020,30,2,July,Monday,1615,8,West LA,889,2,900,VIOLATION OF COURT ORDER,1300 2038,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,900,,,,2000 S  SHENANDOAH                   ST,,34.0404,-118.3852
200810577,6/13/2020 0:00,6/13/2020 0:00,43995,6,13,2020,24,7,June,Saturday,800,8,West LA,807,2,886,DISTURBING THE PEACE,1202 1501 0603,64,F,W,104,DRIVEWAY,,,AO,Adult Other,886,,,,2900 N  BEVERLY GLEN                 BL,,34.1263,-118.4452
200816401,11/14/2020 0:00,11/13/2020 0:00,44148,11,13,2020,46,6,November,Friday,2200,8,West LA,834,2,625,OTHER ASSAULT,0400 1251 1810,22,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625,,,,10700    ASHTON                       AV,,34.0593,-118.4376
200813761,9/5/2020 0:00,9/5/2020 0:00,44079,9,5,2020,36,7,September,Saturday,900,8,West LA,816,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,500    KELTON                       AV,,34.0665,-118.4534
200807798,3/28/2020 0:00,3/28/2020 0:00,43918,3,28,2020,13,7,March,Saturday,825,8,West LA,841,1,220,ATTEMPTED ROBBERY,1822 0355 0319 0445 2004,58,M,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,220,,,,ROCHESTER,BROCKTON,34.0433,-118.4629
200817244,12/5/2020 0:00,12/5/2020 0:00,44170,12,5,2020,49,7,December,Saturday,2030,8,West LA,855,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344 1218 1822,55,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,1500    WESTWOOD                     BL,,34.0535,-118.4402
200816794,11/23/2020 0:00,11/17/2020 0:00,44152,11,17,2020,47,3,November,Tuesday,1435,8,West LA,813,2,354,THEFT OF IDENTITY,0100 0930 0928,50,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,500    CRESTLINE                    DR,,34.0685,-118.4787
200816896,11/26/2020 0:00,11/26/2020 0:00,44161,11,26,2020,48,5,November,Thursday,1100,8,West LA,801,1,310,BURGLARY,0344 0913 0321 1813 1420,44,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,17700    CALLE DE PALERMO,,34.0796,-118.5713
200817463,12/10/2020 0:00,12/10/2020 0:00,44175,12,10,2020,50,5,December,Thursday,1430,8,West LA,859,1,310,BURGLARY,1822 0344 1601,47,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1600 S  GARTH                        AV,,34.0478,-118.3773
200817748,12/20/2020 0:00,12/19/2020 0:00,44184,12,19,2020,51,7,December,Saturday,2000,8,West LA,851,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,740,,,,12100    SANTA MONICA                 BL,,34.0405,-118.4634
200800775,8/20/2020 0:00,5/16/2020 0:00,43967,5,16,2020,20,7,May,Saturday,1300,8,West LA,836,2,625,OTHER ASSAULT,0361 0603,35,F,O,121,YARD (RESIDENTIAL/BUSINESS),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,625,,,,10400    SANTA MONICA                 BL,,34.0569,-118.4244
200814999,10/7/2020 0:00,10/6/2020 0:00,44110,10,6,2020,41,3,October,Tuesday,1800,8,West LA,835,1,330,BURGLARY FROM VEHICLE,0344 0346,59,F,W,101,STREET,,,IC,Invest Cont,330,,,,2000    KELTON                       AV,,34.0442,-118.4347
200812725,8/7/2020 0:00,8/1/2020 0:00,44044,8,1,2020,31,7,August,Saturday,1055,8,West LA,849,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 1420 2032,65,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,8500 W  OLYMPIC                      BL,,34.0594,-118.3764
200810451,6/8/2020 0:00,6/6/2020 0:00,43988,6,6,2020,23,7,June,Saturday,2359,8,West LA,851,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,67,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1500    BROCKTON                     AV,,34.0375,-118.4622
200815242,10/15/2020 0:00,10/15/2020 0:00,44119,10,15,2020,42,5,October,Thursday,5,8,West LA,859,2,946,OTHER MISCELLANEOUS CRIME,1300,0,X,X,101,STREET,,,IC,Invest Cont,946,,,,LA CIENEGA                   BL,AIRDROME,34.0471,-118.3762
200817241,12/6/2020 0:00,12/5/2020 0:00,44170,12,5,2020,49,7,December,Saturday,1520,8,West LA,819,1,310,BURGLARY,1402 0321 0344 0352 1822 1420,47,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,100    LORING                       AV,,34.0789,-118.4373
200808239,4/11/2020 0:00,4/11/2020 0:00,43932,4,11,2020,15,7,April,Saturday,1900,8,West LA,831,2,624,BATTERY - SIMPLE ASSAULT,0444 1810 0400,34,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1100 S  BUNDY                        DR,,34.0465,-118.4683
200815432,10/19/2020 0:00,10/16/2020 0:00,44120,10,16,2020,42,6,October,Friday,1200,8,West LA,853,2,624,BATTERY - SIMPLE ASSAULT,0416 1802,56,F,B,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,11400    SANTA MONICA                 BL,,34.0457,-118.4511
200813189,8/21/2020 0:00,8/21/2020 0:00,44064,8,21,2020,34,6,August,Friday,330,8,West LA,893,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0447 1218 2004 1202 0913 1817,60,F,B,102,SIDEWALK,306,ROCK/THROWN OBJECT,IC,Invest Cont,230,,,,11200    EXPOSITION                   BL,,34.0348,-118.4365
200809626,5/18/2020 0:00,5/18/2020 0:00,43969,5,18,2020,21,2,May,Monday,1700,8,West LA,899,2,625,OTHER ASSAULT,356,34,M,H,202,LIQUOR STORE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,8500    VENICE                       BL,,34.0351,-118.3779
200810615,6/13/2020 0:00,6/13/2020 0:00,43995,6,13,2020,24,7,June,Saturday,30,8,West LA,831,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0446,30,F,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,12200    WILSHIRE                     BL,,34.0473,-118.4768
200809241,5/9/2020 0:00,5/9/2020 0:00,43960,5,9,2020,19,7,May,Saturday,1220,8,West LA,886,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,36,M,W,101,STREET,,,IC,Invest Cont,745,,,,MOTOR,MONTE MAR,34.0438,-118.4055
200811341,7/1/2020 0:00,7/1/2020 0:00,44013,7,1,2020,27,4,July,Wednesday,1135,8,West LA,831,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1300 1309 0416,29,M,W,108,PARKING LOT,307,VEHICLE,IC,Invest Cont,230,,,,12000    WILSHIRE                     BL,,34.0473,-118.4768
200811745,7/10/2020 0:00,7/10/2020 0:00,44022,7,10,2020,28,6,July,Friday,1830,8,West LA,822,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 2004 1822 1414 2028,0,X,X,402,MARKET,,,IC,Invest Cont,442,,,,17300 W  SUNSET                       BL,,34.0422,-118.554
200815274,10/14/2020 0:00,10/14/2020 0:00,44118,10,14,2020,42,4,October,Wednesday,2330,8,West LA,881,1,210,ROBBERY,0344 0400 0416 1822,26,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,EXPOSITION                   BL,CARMELINA,34.0308,-118.4559
200817663,12/17/2020 0:00,12/14/2020 0:00,44179,12,14,2020,51,2,December,Monday,1100,8,West LA,812,2,664,"BUNCO, PETTY THEFT",0701 1822,70,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664,,,,500 N  KENTER                       AV,,34.0679,-118.4862
200815816,10/28/2020 0:00,10/28/2020 0:00,44132,10,28,2020,44,4,October,Wednesday,1900,8,West LA,803,2,910,KIDNAPPING,0561 1202 0416 0408 0448,73,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,910,,,,13400 W  BAYLISS                      RD,,34.073,-118.5019
200813107,8/19/2020 0:00,8/19/2020 0:00,44062,8,19,2020,34,4,August,Wednesday,200,8,West LA,817,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2004 2032,57,M,B,146,PATIO*,,,IC,Invest Cont,440,,,,10900    KINROSS                      AV,,34.0605,-118.446
200812811,8/9/2020 0:00,8/9/2020 0:00,44052,8,9,2020,33,1,August,Sunday,2145,8,West LA,853,1,110,CRIMINAL HOMICIDE,1419 1402 1407 0430 1100 1300 1309 1822,26,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,1500    BUTLER                       AV,,34.0458,-118.4522
200807402,3/16/2020 0:00,3/15/2020 0:00,43905,3,15,2020,12,1,March,Sunday,1800,8,West LA,835,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 1822,23,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420,,,,1900    WESTWOOD                     BL,,34.0482,-118.4354
